name,platform,year,genre,publisher,NA_sales,EU_sales,JP_sales,other_sales,global_sales,critic_score,critic_count,user_score,user_count,developer,rating
The Rise of the Argonauts,PS3,2008,Role-Playing,Codemasters,0.05,0.11,0,0.03,0.19,0,0,0,0,Unknown,RP
The Rise of the Argonauts,X360,2008,Role-Playing,Codemasters,0.03,0.12,0,0.01,0.17,0,0,0,0,Unknown,RP
The Rise of the Argonauts,PC,2008,Role-Playing,Codemasters,0,0.01,0,0,0.01,0,0,0,0,Unknown,K-A
The Saboteur,X360,2009,Action,Electronic Arts,0.26,0.2,0,0.05,0.51,73,69,8.2,141,Pandemic Studios,M
The Saboteur,PS3,2009,Action,Electronic Arts,0.2,0.21,0,0.07,0.48,72,54,8.1,118,Pandemic Studios,M
The Saboteur,PC,2009,Action,Electronic Arts,0,0.05,0,0.01,0.06,76,20,8,236,Pandemic Studios,M
The Scorpion King: Rise of the Akkadian,PS2,2002,Action,Universal Interactive,0.11,0.09,0,0.03,0.23,47,12,7.2,6,VU Games,T
The Secret Saturdays: Beasts of the 5th Sun,PS2,2009,Action,D3Publisher,0.05,0.02,0,0.08,0.15,0,0,0,0,High Voltage Software,E10+
The Secret Saturdays: Beasts of the 5th Sun,Wii,2009,Action,D3Publisher,0.09,0,0,0.01,0.1,60,8,0,0,High Voltage Software,E10+
The Secret World,PC,2012,Role-Playing,Funcom,0.07,0.08,0,0.02,0.17,74,55,8.2,1326,Funcom,M
The Settlers 7: Paths to a Kingdom,PC,2010,Strategy,Ubisoft,0,0.27,0,0.05,0.31,79,33,5.2,213,Blue Byte,E10+
The Settlers II 10th Anniversary,PC,2006,Action,Ubisoft,0,0.02,0,0,0.03,0,0,0,0,Unknown,M
The Settlers IV,PC,2001,Strategy,Blue Byte,0,0.02,0,0,0.02,0,0,0,0,Unknown,E10+
The Settlers: Rise of an Empire,PC,2007,Strategy,Ubisoft,0.01,0.01,0,0,0.02,66,19,7.7,44,Blue Byte,E10+
The Shoot,PS3,2010,Shooter,Sony Computer Entertainment,0.13,0.15,0.01,0.05,0.34,60,39,6.2,11,Cohort Studios,T
The Simpsons Game,PS2,2007,Action,Electronic Arts,0.35,0.03,0,1.13,1.51,68,10,8.2,27,Electronic Arts,T
The Simpsons Game,X360,2007,Action,Electronic Arts,0.54,0.39,0,0.11,1.03,71,52,7.7,71,"Electronic Arts, EA Redwood Shores",T
The Simpsons Game,Wii,2007,Action,Electronic Arts,0.45,0.46,0,0.11,1.01,64,19,6.1,38,"Electronic Arts, Rebellion",T
The Simpsons Game,PS3,2007,Action,Electronic Arts,0.38,0.36,0,0.15,0.88,71,30,7.5,49,EA Redwood Shores,T
The Simpsons Skateboarding,PS2,2002,Sports,Electronic Arts,0.36,0.9,0,0.27,1.52,38,21,5,26,The Code Monkeys,T
The Simpsons: Hit & Run,PS2,2003,Racing,Vivendi Games,1.73,2.19,0,0.79,4.7,0,0,0,0,Unknown,E
The Simpsons: Road Rage,PS2,2001,Racing,Electronic Arts,2.02,1.17,0,0.42,3.61,64,23,7.7,32,Fox Interactive,T
The Sims,PS2,2003,Simulation,Electronic Arts,1.41,1.12,0,0.24,2.77,83,33,7.7,46,Edge of Reality,T
The Sims,PC,2000,Simulation,Electronic Arts,0.01,0.03,0,0.01,0.05,92,38,7.9,451,Maxis,T
The Sims 2,PS2,2005,Simulation,Electronic Arts,0.67,0.03,0,0.11,0.81,75,31,4.4,166,Maxis,T
The Sims 2,PC,2004,Simulation,Electronic Arts,0.02,0.24,0,0.04,0.29,90,61,8.8,676,Maxis,T
The Sims 2: Apartment Life,PC,2008,Simulation,Electronic Arts,0,0.07,0,0.01,0.09,75,10,7.7,19,Electronic Arts,T
The Sims 2: Bon Voyage,PC,2007,Simulation,Electronic Arts,0.01,0.01,0,0,0.03,74,9,7.3,24,Maxis,T
The Sims 2: Castaway,Wii,2007,Simulation,Electronic Arts,0.44,0.63,0,0.14,1.2,73,19,8.2,10,Maxis,T
The Sims 2: Castaway,PS2,2007,Simulation,Electronic Arts,0.3,0.01,0,0.05,0.37,71,17,8,15,EA Redwood Shores,T
The Sims 2: Family Fun Stuff,PC,2006,Simulation,Electronic Arts,0,0.01,0,0,0.02,0,0,4.1,10,Maxis,T
The Sims 2: Glamour Life Stuff,PC,2006,Simulation,Electronic Arts,0,0.03,0,0.01,0.03,0,0,6.7,7,Maxis,T
The Sims 2: Happy Holiday Stuff,PC,2006,Simulation,Electronic Arts,0.01,0.01,0,0,0.02,0,0,0,0,Maxis,T
The Sims 2: Ikea Home Stuff,PC,2008,Simulation,Electronic Arts,0,0.07,0,0.01,0.08,0,0,0,0,Electronic Arts,T
The Sims 2: Nightlife,PC,2005,Simulation,Electronic Arts,1.22,0.05,0,0,1.27,76,31,6.6,71,Maxis,T
The Sims 2: Open for Business,PC,2006,Simulation,Electronic Arts,0.46,0.05,0,0,0.52,78,29,8.6,35,Maxis,T
The Sims 2: Pets,Wii,2007,Simulation,Electronic Arts,0.41,0.02,0,0.04,0.47,65,15,7.3,4,Maxis,T
The Sims 2: Pets,PS2,2006,Simulation,Electronic Arts,0.02,0.01,0,0.27,0.3,68,27,8,25,Maxis,T
The Sims 2: Pets,PC,2006,Simulation,Electronic Arts,0.01,0.02,0,0.01,0.04,76,23,7.7,40,Maxis,T
The Sims 2: Seasons,PC,2007,Simulation,Electronic Arts,0.01,0.04,0,0.01,0.07,78,20,7.3,29,Maxis,T
The Sims 2: University,PC,2005,Simulation,Electronic Arts,0.01,0.04,0,0.01,0.06,81,31,7.8,49,Maxis,T
The Sims 3,PC,2009,Simulation,Electronic Arts,0.99,6.42,0,0.6,8.01,86,75,7.6,886,The Sims Studio,T
The Sims 3,X360,2010,Simulation,Electronic Arts,1.27,0.81,0,0.2,2.28,76,42,7.1,71,The Sims Studio,T
The Sims 3,PS3,2010,Simulation,Electronic Arts,0.73,0.89,0.02,0.3,1.94,78,39,6.4,55,The Sims Studio,T
The Sims 3,Wii,2010,Simulation,Electronic Arts,0.57,0.69,0,0.14,1.41,0,0,2.5,31,The Sims Studio,T
The Sims 3: Ambitions,PC,2010,Simulation,Electronic Arts,0,0.29,0,0.17,0.46,74,25,7.3,51,EA Redwood Shores,T
The Sims 3: Barnacle Bay,PC,2011,Simulation,Electronic Arts,0.07,0,0,0.01,0.08,0,0,6.7,9,Maxis,T
The Sims 3: Fast Lane Stuff,PC,2010,Simulation,Electronic Arts,0.01,0.05,0,0.02,0.08,0,0,5.4,14,The Sims Studio,T
The Sims 3: Generations,PC,2011,Simulation,Electronic Arts,0.4,0.23,0,0,0.63,70,22,3.6,81,The Sims Studio,T
The Sims 3: High-End Loft Stuff,PC,2010,Simulation,Electronic Arts,0.01,0.54,0,0.11,0.66,0,0,6.5,17,The Sims Studio,T
The Sims 3: Late Night Expansion Pack,PC,2010,Simulation,Electronic Arts,0.59,0.87,0,0.23,1.7,74,17,5.3,77,The Sims Studio,T
The Sims 3: Outdoor Living Stuff,PC,2011,Simulation,Electronic Arts,0,0.38,0,0.08,0.46,0,0,5.6,17,The Sims Studio,T
The Sims 3: Seasons,PC,2012,Simulation,Electronic Arts,0,0.13,0,0.02,0.16,73,12,7.5,48,The Sims Studio,T
The Sims 3: Town Life Stuff,PC,2011,Simulation,Electronic Arts,0.11,0.17,0,0.05,0.34,0,0,6.3,14,The Sims Studio,T
The Sims 3: World Adventures,PC,2009,Simulation,Electronic Arts,0.02,0.18,0,0.38,0.57,81,31,8,72,The Sims Studio,T
The Sims 4,PC,2014,Simulation,Electronic Arts,1,1.82,0,0.23,3.05,70,74,3.9,2057,Maxis,T
The Sims 4: City Living,PC,2016,Simulation,Electronic Arts,0.02,0.08,0,0.01,0.1,77,10,5.7,30,Maxis,T
The Sims 4: Get Together,PC,2015,Simulation,Electronic Arts,0.05,0.15,0,0.02,0.22,72,16,7.3,117,Maxis,T
The Sims 4: Luxury Party Stuff,PC,2015,Simulation,Electronic Arts,0,0.01,0,0,0.02,0,0,5.3,12,Maxis,T
The Sims 4: Spa Day,PC,2015,Simulation,Electronic Arts,0,0.04,0,0,0.04,0,0,7.6,26,Maxis,T
The Sims Deluxe,PC,2002,Simulation,Electronic Arts,0.01,0.02,0,0.01,0.04,92,6,8.2,77,Maxis,T
The Sims Medieval: Pirates and Nobles,PC,2011,Simulation,Electronic Arts,0.05,0.08,0,0.02,0.15,0,0,0,0,Unknown,RP
The Sims: Bustin' Out,PS2,2003,Simulation,Electronic Arts,1.07,1.19,0,0.18,2.43,81,26,8.4,42,Maxis,T
The Sims: Complete Collection,PC,2005,Simulation,Electronic Arts,0.01,0.01,0,0,0.02,0,0,0,0,Unknown,E10+
The Sims: Hot Date,PC,2001,Simulation,Electronic Arts,1.81,0,0,0,1.82,85,17,7.9,70,Maxis,T
The Sims: House Party,PC,2001,Simulation,Electronic Arts,1.23,0.83,0,0.1,2.16,74,17,7.9,30,Maxis,T
The Sims: Livin Large,PC,2000,Misc,Electronic Arts,1.67,1.18,0,0.13,2.99,82,23,6.6,20,Maxis,T
The Sims: Makin' Magic,PC,2003,Simulation,Electronic Arts,1.03,0.8,0,0.09,1.92,80,22,8.6,31,Maxis,T
The Sims: Medieval,PC,2011,Simulation,Electronic Arts,0.28,0.32,0,0.09,0.69,77,56,6.1,173,The Sims Studio,T
The Sims: Superstar,PC,2003,Simulation,Electronic Arts,1.67,0,0,0,1.68,79,20,8.2,25,Maxis,T
The Sims: Unleashed,PC,2002,Simulation,Electronic Arts,2.03,1.56,0,0.17,3.76,79,21,8,29,Maxis,T
The Sims: Vacation,PC,2002,Simulation,Electronic Arts,1.72,1.21,0,0.14,3.07,75,18,7.8,22,Maxis,T
The Sky Crawlers: Innocent Aces,Wii,2008,Simulation,Namco Bandai Games,0.08,0.02,0.01,0.01,0.12,74,42,7.9,13,Access Games,T
The Sly Collection,PS3,2010,Platform,Sony Computer Entertainment,0.52,0.08,0.01,0.08,0.68,85,46,8.8,172,Sanzaru Games,E10+
The Smurfs 2,X360,2013,Platform,Ubisoft,0.03,0.08,0,0.01,0.12,0,0,5.4,14,WayForward,E
The Smurfs 2,Wii,2013,Platform,Ubisoft,0,0.09,0,0.01,0.09,0,0,0,0,WayForward,E
The Smurfs 2,PS3,2013,Platform,Ubisoft,0.02,0.06,0,0.02,0.09,0,0,5,7,WayForward,E
The Smurfs: Dance Party,Wii,2011,Misc,Ubisoft,0.21,0.04,0,0.02,0.28,0,0,0,0,Land Ho!,E
The Spiderwick Chronicles,Wii,2008,Action,Vivendi Games,0.17,0,0,0.01,0.19,62,13,0,0,Stormfront Studios,E10+
The Spiderwick Chronicles,X360,2008,Action,Vivendi Games,0.09,0.01,0,0.01,0.11,59,40,0,0,Stormfront Studios,E10+
The SpongeBob SquarePants Movie,PS2,2004,Platform,THQ,1.06,0.54,0,0.16,1.76,75,5,9,54,Heavy Iron Studios,E
The Stronghold Collection,PC,2009,Strategy,Take-Two Interactive,0.03,0.08,0,0.02,0.13,0,0,0,0,Take-Two Interactive,T
The Suffering,PS2,2004,Action,Midway Games,0.2,0.16,0,0.05,0.42,77,47,8.9,40,Surreal Software,M
The Suffering: Ties That Bind,PS2,2005,Action,Midway Games,0.09,0.07,0,0.02,0.17,75,37,8,23,Surreal Software,M
The Tale of Despereaux,PS2,2008,Platform,Brash Entertainment,0.17,0.13,0,0.04,0.35,0,0,0,0,Brash Entertainment,E10+
The Tale of Despereaux,Wii,2008,Platform,Brash Entertainment,0.04,0,0,0,0.04,0,0,0,0,Brash Entertainment,E10+
The Talos Principle,PS4,2015,Puzzle,Devolver Digital,0,0.02,0,0,0.03,88,31,8.4,124,Croteam,E10+
The Technomancer,PS4,2016,Role-Playing,Focus Home Interactive,0.02,0.04,0,0.01,0.06,60,38,6.7,116,Spiders,M
The Technomancer,XOne,2016,Role-Playing,Focus Home Interactive,0.01,0.01,0,0,0.03,68,12,7.4,55,Spiders,M
The Technomancer,PC,2016,Role-Playing,Focus Home Interactive,0,0.01,0,0,0.01,56,34,6.8,149,"Spidersoft, Spiders",M
The Terminator: Dawn of Fate,PS2,2002,Action,Atari,0.2,0.16,0,0.05,0.41,58,17,5.7,18,Paradigm Entertainment,T
The Testament of Sherlock Holmes,PS3,2012,Adventure,Focus Home Interactive,0.05,0.14,0,0.04,0.24,65,16,7.4,34,Frogwares,M
The Testament of Sherlock Holmes,PC,2012,Adventure,Focus Home Interactive,0,0.06,0,0.01,0.07,73,18,8,128,Frogwares,M
The Testament of Sherlock Holmes,X360,2012,Adventure,Focus Home Interactive,0,0.02,0,0,0.02,64,24,7.6,30,Frogwares,M
The Thing,PS2,2002,Adventure,Vivendi Games,0.22,0.17,0,0.06,0.44,78,27,7.4,41,Computer Artworks,M
The Tomb Raider Trilogy,PS3,2011,Action,Square Enix,0.27,0.46,0,0.15,0.88,78,37,8.1,60,Crystal Dynamics,T
The Train Giant,PC,2012,Strategy,Ascaron Entertainment,0,0.01,0,0,0.01,0,0,0,0,Unknown,K-A
The Ultimate Battle of the Sexes,Wii,2010,Misc,DTP Entertainment,0.01,0,0,0,0.01,0,0,0,0,Neopica,T
The Ultimate Red Ball Challenge,Wii,2009,Misc,Mindscape,0,0.19,0,0.01,0.2,0,0,0,0,Unknown,RP
The Urbz: Sims in the City,PS2,2004,Simulation,Electronic Arts,0.52,0.95,0,0.29,1.76,70,25,8.2,24,Maxis,T
The Voice,X360,2014,Action,Activision,0.07,0,0,0.01,0.08,0,0,0,0,Unknown,M
The Voice,PS3,2014,Action,Activision,0.02,0,0,0.01,0.03,0,0,0,0,Activision,M
The Void,PC,2008,Adventure,Mamba Games,0,0.03,0,0.01,0.03,77,12,8.3,97,Ice-Pick Lodge,M
The Walking Dead: Season One,PS3,2012,Adventure,Avanquest Software,0.4,0.23,0.03,0.1,0.76,0,0,0,0,Unknown,T
The Walking Dead: Season One,X360,2012,Adventure,Avanquest Software,0.55,0.13,0,0.05,0.73,0,0,0,0,Unknown,T
The Walking Dead: Season One,PS4,2014,Adventure,Telltale Games,0.12,0.25,0.02,0.07,0.46,0,0,0,0,Unknown,T
The Walking Dead: Season One,XOne,2014,Adventure,Telltale Games,0.08,0.06,0,0.01,0.16,0,0,0,0,Unknown,RP
The Walking Dead: Season One,PC,2012,Adventure,Avanquest Software,0,0.03,0,0.01,0.03,0,0,0,0,Unknown,M
The Walking Dead: Season Two,PS4,2014,Adventure,Telltale Games,0.1,0.09,0.01,0.04,0.25,0,0,0,0,Unknown,RP
The Walking Dead: Season Two,PS3,2014,Adventure,Telltale Games,0.09,0.06,0,0.03,0.19,0,0,0,0,Unknown,RP
The Walking Dead: Season Two,XOne,2014,Adventure,Telltale Games,0.08,0.05,0,0.01,0.14,0,0,0,0,Unknown,RP
The Walking Dead: Season Two,X360,2014,Adventure,Telltale Games,0.04,0.05,0,0.01,0.1,0,0,0,0,Unknown,RP
The Walking Dead: Survival Instinct,X360,2013,Shooter,Activision,0.46,0.11,0,0.05,0.63,32,30,4,410,Terminal Reality,M
The Walking Dead: Survival Instinct,PS3,2013,Shooter,Activision,0.28,0.15,0,0.08,0.51,34,14,3.6,196,Terminal Reality,M
The Warriors,PS2,2005,Action,Take-Two Interactive,0.44,0.02,0,0.07,0.53,84,52,8.5,72,Rockstar Toronto,M
The Whispered World,PC,2009,Adventure,Deep Silver,0,0.08,0,0.02,0.1,70,41,7.6,77,Daedalic Entertainment,E
The Witch and the Hundred Knight,PS3,2013,Role-Playing,Nippon Ichi Software,0.07,0.02,0.1,0.02,0.2,53,44,7.5,80,Nippon Ichi Software,T
The Witch and the Hundred Knight,PS4,2015,Role-Playing,Nippon Ichi Software,0.02,0.01,0.05,0.01,0.09,0,0,0,0,Unknown,M
The Witcher,PC,2007,Role-Playing,Atari,0,0.05,0,0.01,0.06,81,50,8.8,1116,CD Projekt Red Studio,M
The Witcher 2: Assassins of Kings,PC,2011,Action,Namco Bandai Games,0.25,0.56,0,0.14,0.96,88,76,8.5,4378,CD Projekt Red Studio,M
The Witcher 2: Assassins of Kings,X360,2012,Action,Namco Bandai Games,0.48,0.32,0.02,0.08,0.9,88,82,8.3,818,CD Projekt Red Studio,M
The Witcher 3: Wild Hunt,PS4,2015,Role-Playing,Namco Bandai Games,1.02,2.13,0.23,0.59,3.97,92,79,9.2,10179,CD Projekt Red Studio,M
The Witcher 3: Wild Hunt,XOne,2015,Role-Playing,Namco Bandai Games,0.69,0.5,0,0.11,1.31,91,13,9.2,3963,CD Projekt Red Studio,M
The Witcher 3: Wild Hunt,PC,2015,Role-Playing,Namco Bandai Games,0.21,0.46,0,0.05,0.72,93,32,9.3,10665,CD Projekt Red Studio,M
The Witcher: Enhanced Edition,PC,2008,Role-Playing,Atari,0.32,0.01,0,0,0.32,86,30,8.5,1660,CD Projekt Red Studio,M
The Wolf Among Us,PS4,2014,Adventure,Telltale Games,0.1,0.07,0,0.04,0.21,83,6,8.4,259,Telltale Games,M
The Wolf Among Us,PS3,2014,Adventure,Telltale Games,0.05,0.02,0,0.02,0.09,0,0,8.2,48,Unknown,RP
The Wolf Among Us,XOne,2014,Adventure,Telltale Games,0.05,0.02,0,0.01,0.08,0,0,8.5,82,Telltale Games,M
The Wolf Among Us,X360,2011,Adventure,Telltale Games,0.01,0.02,0,0,0.03,83,5,7.7,88,Unknown,M
The X Files: Resist or Serve,PS2,2004,Adventure,Vivendi Games,0.06,0.05,0,0.02,0.12,67,31,8.4,8,Black Ops Entertainment,M
The X-Factor,Wii,2010,Misc,Deep Silver,0,0.28,0,0.04,0.33,0,0,0,0,Unknown,T
The X-Factor,PS3,2010,Misc,Deep Silver,0,0.1,0,0.03,0.13,0,0,0,0,Unknown,RP
The X-Factor,X360,2010,Misc,Deep Silver,0,0.08,0,0.01,0.09,0,0,0,0,Unknown,RP
Theatre Of War,PC,2007,Strategy,Kalypso Media,0,0.01,0,0,0.01,66,13,6.2,21,"Battlefront.com, 1C, 1C Company",T
Theme Hospital,PC,1997,Strategy,Electronic Arts,2.3,0.1,0,0,2.4,0,0,9,90,Bullfrog Productions,K-A
Theme Park Roller Coaster,PS2,2000,Strategy,Electronic Arts,0.23,0.18,0,0.06,0.48,82,11,7.9,17,Bullfrog Productions,E
Thief (2014),PS4,2014,Action,Square Enix,0.28,0.38,0.03,0.13,0.82,0,0,0,0,Unknown,T
Thief (2014),XOne,2014,Action,Square Enix,0.26,0.15,0,0.04,0.46,0,0,0,0,Unknown,T
Thief (2014),PS3,2014,Action,Square Enix,0.1,0.17,0.02,0.05,0.35,0,0,0,0,Unknown,T
Thief (2014),X360,2014,Action,Square Enix,0.14,0.11,0,0.02,0.28,0,0,0,0,Unknown,T
Thief (2014),PC,2014,Action,Square Enix,0,0.09,0,0.01,0.1,0,0,0,0,Unknown,RP
thinkSMART FAMILY!,Wii,2010,Misc,Conspiracy Entertainment,0.03,0,0,0,0.03,0,0,0,0,Mentor Interactive,E
This War of Mine,PS4,2016,Action,Deep Silver,0,0.01,0,0,0.02,0,0,0,0,Unknown,E10+
Thor: God of Thunder,Wii,2011,Action,Sega,0.1,0.04,0,0.01,0.15,56,14,8,9,Red Fly Studio,T
Thor: God of Thunder,X360,2011,Action,Sega,0.09,0.04,0,0.01,0.14,38,40,5.7,22,Liquid Entertainment,T
Thor: God of Thunder,PS3,2011,Action,Sega,0.07,0.05,0,0.02,0.14,39,35,4.4,19,Liquid Entertainment,T
Thrillville,PS2,2006,Strategy,Atari,0.55,0.02,0,0.09,0.66,69,32,2.9,52,Frontier Developments,E10+
Thrillville: Off the Rails,Wii,2007,Strategy,LucasArts,0.38,0.02,0,0.03,0.44,70,14,2.8,40,Frontier Developments,E10+
Thrillville: Off the Rails,PS2,2007,Strategy,LucasArts,0.2,0.16,0,0.05,0.42,70,11,1.7,30,Frontier Developments,E10+
Thrillville: Off the Rails,X360,2007,Strategy,LucasArts,0.13,0.02,0,0.01,0.16,73,24,2.8,34,Frontier Developments,E10+
Thunder Force VI,PS2,2008,Shooter,Sega,0,0,0.02,0,0.02,0,0,0,0,Unknown,E10+
Thunderstrike: Operation Phoenix,PS2,2001,Simulation,Eidos Interactive,0.17,0.13,0,0.04,0.34,65,15,8.1,7,Core Design Ltd.,T
Tiger Woods PGA Tour 06,PS2,2005,Sports,Electronic Arts,0.74,0.03,0,0.12,0.89,83,29,6.2,16,EA Sports,E
Tiger Woods PGA Tour 06,X360,2005,Sports,Electronic Arts,0.28,0,0,0.02,0.31,71,36,7.4,8,EA Sports,E
Tiger Woods PGA Tour 07,PS2,2006,Sports,Electronic Arts,0.6,0.02,0,0.1,0.72,79,33,6,8,EA Redwood Shores,E
Tiger Woods PGA Tour 07,PS3,2006,Sports,Electronic Arts,0.31,0.12,0,0.07,0.5,81,30,0,0,EA Redwood Shores,E
Tiger Woods PGA Tour 07,X360,2006,Sports,Electronic Arts,0.44,0,0,0.04,0.48,80,44,7.9,21,EA Redwood Shores,E
Tiger Woods PGA Tour 08,Wii,2007,Sports,Electronic Arts,0.93,0.01,0,0.08,1.02,72,24,7,22,EA Salt Lake,E
Tiger Woods PGA Tour 08,PS3,2007,Sports,Electronic Arts,0.22,0.37,0,0.14,0.73,79,30,6.6,7,EA Salt Lake,E
Tiger Woods PGA Tour 08,X360,2007,Sports,Electronic Arts,0.49,0.02,0,0.04,0.54,80,45,7.8,26,EA Salt Lake,E
Tiger Woods PGA Tour 08,PS2,2007,Sports,Electronic Arts,0.19,0.15,0,0.05,0.39,65,10,0,0,EA Salt Lake,E
Tiger Woods PGA Tour 09,PS3,2008,Sports,Electronic Arts,0.34,0.22,0,0.1,0.65,82,34,7.2,9,EA Tiburon,E
Tiger Woods PGA Tour 09,X360,2008,Sports,Electronic Arts,0.35,0.23,0,0.07,0.65,84,41,7.8,29,EA Tiburon,E
Tiger Woods PGA Tour 09,PS2,2008,Sports,Electronic Arts,0.16,0,0,0.21,0.37,0,0,4.3,11,EA Tiburon,E
Tiger Woods PGA Tour 09 All-Play,Wii,2008,Sports,Electronic Arts,0.8,0.47,0,0.14,1.42,81,18,8.7,34,EA Tiburon,E
Tiger Woods PGA Tour 10,Wii,2009,Sports,Electronic Arts,0.6,0.36,0,0.11,1.07,88,44,8.8,57,EA Tiburon,E
Tiger Woods PGA Tour 10,PS3,2009,Sports,Electronic Arts,0.42,0.25,0,0.11,0.78,81,38,7.7,9,EA Tiburon,E
Tiger Woods PGA Tour 10,X360,2009,Sports,Electronic Arts,0.39,0.2,0,0.06,0.65,80,51,6.9,20,EA Tiburon,E
Tiger Woods PGA Tour 10,PS2,2009,Sports,Electronic Arts,0.12,0.01,0,0.13,0.26,0,0,0,0,EA Tiburon,E
Tiger Woods PGA Tour 11,PS3,2010,Sports,Electronic Arts,0.37,0.33,0,0.13,0.83,78,40,6.7,17,EA Sports,E
Tiger Woods PGA Tour 11,Wii,2010,Sports,Electronic Arts,0.23,0.25,0,0.06,0.54,84,29,8.3,23,EA Sports,E
Tiger Woods PGA Tour 11,X360,2010,Sports,Electronic Arts,0.28,0.19,0,0.05,0.52,79,51,7.8,19,EA Sports,E
Tiger Woods PGA Tour 12: The Masters,PS3,2011,Sports,Electronic Arts,0.52,0.25,0,0.11,0.89,80,41,7.3,17,Electronic Arts,E
Tiger Woods PGA Tour 12: The Masters,X360,2011,Sports,Electronic Arts,0.4,0.16,0,0.05,0.62,80,50,6.1,25,Electronic Arts,E
Tiger Woods PGA Tour 12: The Masters,Wii,2011,Sports,Electronic Arts,0.2,0.11,0,0.03,0.34,85,14,6.7,7,Electronic Arts,E
Tiger Woods PGA Tour 13,PS3,2012,Sports,Electronic Arts,0.24,0.21,0,0.08,0.54,75,14,5.7,9,Electronic Arts,E
Tiger Woods PGA Tour 13,X360,2012,Sports,Electronic Arts,0.29,0.18,0,0.04,0.51,77,47,5.6,39,Electronic Arts,E
Tiger Woods PGA Tour 14,PS3,2013,Sports,Electronic Arts,0.16,0.14,0,0.07,0.37,74,28,3.8,26,EA Tiburon,E
Tiger Woods PGA Tour 14,X360,2013,Sports,Electronic Arts,0.21,0.12,0,0.03,0.35,77,28,6.2,26,EA Tiburon,E
Tiger Woods PGA Tour 2001,PS2,2001,Sports,Electronic Arts,0.36,0.28,0,0.09,0.74,74,19,0,0,Stormfront Studios,E
Tiger Woods PGA Tour 2002,PS2,2002,Sports,Electronic Arts,0.44,0.35,0,0.12,0.9,80,23,7.6,5,EA Sports,E
Tiger Woods PGA Tour 2003,PS2,2002,Sports,Electronic Arts,0.8,0.63,0,0.21,1.64,88,18,8.9,18,EA Sports,E
Tiger Woods PGA Tour 2004,PS2,2003,Sports,Electronic Arts,1.18,0.34,0,0.1,1.63,89,23,8.8,40,EA Sports,E
Tiger Woods PGA Tour 2005,PS2,2004,Sports,Electronic Arts,1.03,0.32,0,0.09,1.44,88,30,8.2,20,EA Sports,E
Tiger Woods PGA Tour 2005,PC,2004,Sports,Electronic Arts,0,0.01,0,0,0.01,91,16,4.5,39,Headgate,E
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,PS2,2004,Adventure,Disney Interactive Studios,0.17,0.13,0,0.04,0.34,65,34,8.6,20,Capcom,E10+
Time and Eternity,PS3,2012,Role-Playing,Nippon Ichi Software,0.06,0.03,0.06,0.02,0.17,42,40,5,78,"Image Epoch, Imageepoch",T
Time Crisis 3,PS2,2003,Shooter,Namco Bandai Games,0.3,0.23,0,0.08,0.61,81,29,8.1,12,Namco,T
Time Crisis 4,PS3,2007,Shooter,Namco Bandai Games,0.32,0.32,0.05,0.14,0.83,60,52,7.4,21,Nex Entertainment,T
Time Crisis II,PS2,2001,Shooter,Namco Bandai Games,0.26,0.2,0,0.07,0.53,81,21,7.9,20,Namco,T
Time Crisis: Crisis Zone,PS2,2004,Shooter,Namco Bandai Games,0.11,0.09,0,0.03,0.22,66,38,0,0,Namco,T
Time Crisis: Razing Storm,PS3,2010,Shooter,Namco Bandai Games,0.18,0.2,0.07,0.08,0.54,58,49,5.9,15,Nex Entertainment,T
Time Leap,X360,2009,Adventure,Prototype,0,0,0.01,0,0.01,0,0,0,0,Unknown,K-A
TimeShift,X360,2007,Shooter,Vivendi Games,0.36,0.02,0,0.03,0.41,70,58,7.9,63,Saber Interactive,M
TimeShift,PS3,2007,Shooter,Vivendi Games,0.14,0,0,0.01,0.16,70,16,6.3,27,Saber Interactive,M
TimeShift,PC,2007,Shooter,Vivendi Games,0.01,0,0,0,0.01,71,30,7.6,124,Saber Interactive,M
TimeSplitters,PS2,2000,Shooter,Eidos Interactive,0.21,0.17,0,0.06,0.43,81,23,8,40,Free Radical Design,T
TimeSplitters 2,PS2,2002,Shooter,Eidos Interactive,0.34,0.27,0,0.09,0.7,90,33,8.8,127,Free Radical Design,T
TimeSplitters: Future Perfect,PS2,2005,Shooter,Electronic Arts,0.12,0.09,0,0.03,0.24,84,39,9.1,117,Free Radical Design,M
Titan Quest,PC,2006,Role-Playing,THQ,0.01,0.04,0,0.01,0.06,77,51,8.1,387,Iron Lore Entertainment,T
Titanfall,XOne,2014,Shooter,Electronic Arts,1.84,0.8,0.04,0.27,2.95,86,68,6.4,2658,Respawn Entertainment,M
Titanfall,X360,2014,Shooter,Electronic Arts,0.87,0.34,0.02,0.13,1.36,83,21,5.9,371,Bluepoint Games,M
Titanfall,PC,2014,Shooter,Electronic Arts,0.22,0.3,0,0.04,0.56,86,29,6.2,1727,Respawn Entertainment,M
Titanfall 2,PS4,2016,Shooter,Electronic Arts,0.34,0.25,0.05,0.12,0.75,89,56,8.4,704,Respawn Entertainment,M
Titanfall 2,XOne,2016,Shooter,Electronic Arts,0.37,0.15,0,0.05,0.57,87,31,8,261,Respawn Entertainment,M
Titanfall 2,PC,2016,Shooter,Electronic Arts,0.03,0.04,0,0.01,0.08,85,27,8,488,Respawn Entertainment,M
